,id,pred_label,probs
3646,3646,per:origin,"[0, 0.0003724141, 0.00018983935, 0.00010869666, 0.00080257765, 0.00016509644, 0.017273355, 0.0002321422, 0.00023741534, 0.00034985066, 0.0007263086, 0.046135698, 0.0014600373, 0.002073106, 0.0006248955, 0.84703606, 0.00044615677, 0.00032010183, 0.0002447126, 0.00017868623, 9.3154944e-05, 0.000451857, 0.00016413191, 0.00039392427, 0.00029676946, 0.00032387508, 0.07666149, 0.0015027106, 0.0005133979, 0.000621624]"
3647,3647,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3648,3648,org:top_members/employees,"[0, 0.9973447, 0.00028757524, 0.00017230694, 0.00036105257, 0.0004559677, 5.1433675e-05, 2.507901e-05, 2.9092163e-05, 0.00012413836, 3.353396e-05, 4.8530263e-05, 1.3958573e-05, 2.0609297e-05, 3.7300397e-05, 3.3030192e-05, 3.124183e-05, 1.8099052e-05, 2.461797e-05, 0.000109071334, 0.00039615162, 2.2701295e-05, 6.5272725e-05, 4.017411e-05, 3.5749043e-05, 4.3757893e-05, 1.521119e-05, 1.9023291e-05, 0.000121292294, 1.9304005e-05]"
3649,3649,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3650,3650,org:number_of_employees/members,"[0, 0.00097016536, 0.0019531006, 0.00090738956, 0.00017216659, 0.00017258743, 0.0005086268, 0.0004720134, 0.00029581145, 0.9882945, 0.0002953424, 0.0004041043, 0.00013149006, 0.00023349252, 8.390729e-05, 0.00011203094, 0.00044968422, 0.0002717834, 0.0005937745, 0.00052746973, 0.00043177133, 0.00016900155, 0.0007359037, 0.0002917591, 0.00021806445, 0.00037796202, 0.00012376498, 0.00030572357, 0.00022858538, 0.00026802748]"
3651,3651,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3652,3652,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3653,3653,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3654,3654,per:employee_of,"[0, 6.2452644e-05, 5.4101063e-05, 2.5957974e-05, 0.00085709535, 3.958118e-05, 0.9879169, 2.7071215e-05, 0.000823456, 7.848631e-05, 4.5914978e-05, 0.0004945976, 0.00039995107, 6.187593e-05, 0.0010000907, 0.0065918425, 5.8440102e-05, 7.802777e-05, 5.7872174e-05, 7.38031e-05, 2.5831536e-05, 6.970499e-05, 4.099746e-05, 0.00014147989, 8.511292e-05, 5.8354555e-05, 0.00015136944, 0.0001181099, 8.959042e-05, 0.00047194833]"
3655,3655,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3656,3656,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3657,3657,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3658,3658,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3659,3659,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3660,3660,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3661,3661,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3662,3662,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3663,3663,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3664,3664,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3665,3665,per:origin,"[0, 0.0010531162, 0.00082821643, 0.0003530944, 0.0010367892, 0.000432198, 0.006143689, 0.023322295, 0.0006282306, 0.0006337765, 0.0015168288, 0.4357829, 0.0005431576, 0.0007416837, 0.0011248746, 0.44961613, 0.0008237799, 0.00035447636, 0.0005305754, 0.00064944, 0.00395506, 0.0007596431, 0.0006893028, 0.0081948945, 0.0007868243, 0.0009854542, 0.0532811, 0.003323996, 0.0012734056, 0.0006350155]"
3666,3666,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3667,3667,org:place_of_headquarters,"[0, 0.0006726122, 0.008551771, 0.0013784271, 0.000102922044, 0.0007207273, 0.00010464496, 0.92494303, 0.00017362903, 0.0007538419, 0.00025912529, 0.00053756405, 7.7765544e-05, 0.00010302259, 0.00013371231, 8.8033885e-05, 0.00023720688, 0.000147429, 0.00012610272, 0.00031486244, 0.058899105, 0.00014844029, 0.00029687106, 0.00012833896, 0.00019041504, 0.000116625946, 0.00011927511, 0.00036784197, 0.00020974361, 9.706472e-05]"
3668,3668,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3669,3669,per:title,"[0, 0.029024933, 0.00026678882, 0.0005137469, 0.7678127, 0.00031221245, 0.036690954, 0.00020335903, 0.003368915, 0.0006196971, 0.0011869392, 0.006636397, 0.003485203, 0.0013055085, 0.1091119, 0.01763893, 0.0029134185, 0.0040153638, 0.00044635107, 0.0007125707, 0.0003094804, 0.0032430193, 0.00079028594, 0.00049503153, 0.00088941056, 0.0006142744, 0.00097254314, 0.0013004189, 0.0034547055, 0.0016648861]"
3670,3670,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3671,3671,org:top_members/employees,"[0, 0.99005055, 0.00060345966, 0.0017572878, 0.000141872, 0.00035963912, 4.8600617e-05, 0.00020242998, 9.674831e-05, 0.0009771234, 0.00014340425, 6.708107e-05, 4.096581e-05, 9.2002876e-05, 9.133149e-05, 5.311734e-05, 0.00014104314, 8.323952e-05, 0.00012879804, 0.00025030354, 0.0008148241, 0.00010909619, 0.00030522177, 0.00015194656, 9.822389e-05, 0.00012295999, 3.6081663e-05, 9.5434574e-05, 0.0028803512, 5.681988e-05]"
3672,3672,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3673,3673,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3674,3674,per:employee_of,"[0, 0.0012709361, 0.0011387037, 0.00031814244, 0.001471435, 0.00024085109, 0.52118814, 0.00038469105, 0.001651554, 0.00045261334, 0.0003383303, 0.0019517156, 0.0009235866, 0.00056715024, 0.0012405859, 0.004349141, 0.00026921413, 0.00039113086, 0.00031412905, 0.00039208692, 0.0003743147, 0.000248254, 0.0007416925, 0.4545884, 0.00043484918, 0.00044062, 0.0012018301, 0.0007922307, 0.0009390476, 0.0013846495]"
3675,3675,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3676,3676,org:top_members/employees,"[0, 0.9991161, 7.8604666e-05, 4.0093455e-05, 4.670836e-05, 2.8354269e-05, 4.5282348e-05, 1.2669982e-05, 1.3303987e-05, 5.0405233e-05, 1.9499485e-05, 3.5403416e-05, 1.2268182e-05, 1.3956082e-05, 6.500665e-05, 1.6380172e-05, 1.6605658e-05, 1.6149863e-05, 1.2089782e-05, 5.407692e-05, 1.6086899e-05, 9.809744e-06, 4.4341505e-05, 1.944244e-05, 1.6252703e-05, 1.537273e-05, 9.964226e-06, 1.915036e-05, 0.00013876619, 1.7745815e-05]"
3677,3677,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3678,3678,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3679,3679,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3680,3680,org:alternate_names,"[0, 8.284197e-05, 0.00033036352, 0.0003934675, 3.1642165e-05, 0.99738187, 1.9839872e-05, 0.00011702083, 3.38974e-05, 2.9436193e-05, 5.4833166e-05, 2.0034571e-05, 9.6470445e-05, 3.5420242e-05, 2.1982192e-05, 1.788886e-05, 3.3551594e-05, 2.4427303e-05, 9.2882365e-05, 7.431036e-05, 0.000694615, 5.3289044e-05, 2.2459577e-05, 4.0748546e-05, 3.672348e-05, 6.804134e-05, 4.3973716e-05, 2.946495e-05, 8.717506e-05, 3.141126e-05]"
3681,3681,org:top_members/employees,"[0, 0.9993382, 2.6684605e-05, 3.1849697e-05, 5.5669836e-05, 1.989821e-05, 3.545941e-05, 8.078956e-06, 1.4388238e-05, 2.5270645e-05, 1.6224594e-05, 2.8919714e-05, 1.3463802e-05, 1.2986001e-05, 4.8769944e-05, 2.1347663e-05, 1.3857316e-05, 1.2080666e-05, 8.84704e-06, 2.5643543e-05, 1.8770383e-05, 1.0103636e-05, 2.846028e-05, 1.9234283e-05, 1.6796932e-05, 1.5130371e-05, 9.262569e-06, 1.2080666e-05, 0.00010274307, 9.764133e-06]"
3682,3682,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3683,3683,org:product,"[0, 0.00027219884, 0.0031311628, 0.9818626, 0.00020642177, 0.00065026653, 6.777219e-05, 0.0001435438, 0.010166915, 0.0001274214, 0.00010599772, 7.13723e-05, 0.000147379, 7.2354786e-05, 4.444609e-05, 7.8617115e-05, 0.00010787744, 0.00024304619, 0.00011124749, 0.000298128, 0.0002790964, 0.00010651655, 0.00036614944, 0.00012667697, 0.00021049306, 0.00013178753, 9.254318e-05, 0.00021131692, 0.0003828324, 0.00018381957]"
3684,3684,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3685,3685,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3686,3686,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3687,3687,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3688,3688,org:place_of_headquarters,"[0, 0.00015995835, 0.001128746, 0.00019331792, 3.503005e-05, 0.00047468505, 3.0944117e-05, 0.98880565, 6.7621164e-05, 8.065579e-05, 8.619367e-05, 0.0001654356, 4.1558607e-05, 8.053773e-05, 5.3466636e-05, 0.000105839, 8.057706e-05, 5.9529953e-05, 7.4813266e-05, 0.00012617886, 0.007461668, 8.802254e-05, 0.00010491285, 4.9063743e-05, 4.6954305e-05, 4.233691e-05, 9.925677e-05, 0.000113881826, 0.00010300932, 4.0122948e-05]"
3689,3689,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3690,3690,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3691,3691,per:title,"[0, 0.0003371169, 2.172019e-05, 6.318793e-05, 0.99031794, 3.9024115e-05, 0.0010640565, 3.0037932e-05, 0.00032199346, 3.057061e-05, 4.256762e-05, 0.00012054069, 0.00010896592, 4.2153937e-05, 0.005741012, 0.0004514307, 0.0001366864, 0.00025923486, 4.2901476e-05, 4.0777282e-05, 6.082662e-05, 0.00016735417, 5.884014e-05, 4.306939e-05, 6.355926e-05, 8.511173e-05, 4.0459945e-05, 7.132216e-05, 0.00012541901, 7.219813e-05]"
3692,3692,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3693,3693,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3694,3694,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3695,3695,per:title,"[0, 8.469954e-05, 1.130546e-05, 4.36995e-05, 0.99650013, 3.100272e-05, 0.0006494118, 1.4431688e-05, 0.000272306, 1.7561615e-05, 3.7268812e-05, 8.3238934e-05, 0.00043387077, 2.0632102e-05, 0.00074892974, 0.00036966248, 6.2657804e-05, 0.000103103666, 2.1749323e-05, 2.2178292e-05, 2.4887067e-05, 0.000119485616, 3.3966793e-05, 2.0036417e-05, 3.7634552e-05, 7.169735e-05, 4.384912e-05, 3.9459934e-05, 4.4042234e-05, 3.6996847e-05]"
3696,3696,org:place_of_headquarters,"[0, 0.00011088321, 0.0003628626, 0.00015384276, 3.9768962e-05, 0.00014999721, 2.7120077e-05, 0.98969996, 6.534422e-05, 0.000101380196, 7.901283e-05, 0.00014432907, 3.4993318e-05, 5.955471e-05, 4.3635027e-05, 0.00011373464, 6.47408e-05, 7.801608e-05, 0.00013322923, 0.00010039497, 0.007781109, 8.1600614e-05, 0.00014712517, 4.7042693e-05, 4.342249e-05, 4.9541635e-05, 9.408238e-05, 7.782583e-05, 7.311061e-05, 4.2209995e-05]"
3697,3697,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3698,3698,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3699,3699,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3700,3700,org:top_members/employees,"[0, 0.98930186, 0.0011194303, 0.0013424017, 0.0017542449, 0.0011216188, 4.5090026e-05, 0.00021066876, 8.440394e-05, 0.00060713955, 9.452793e-05, 7.8289915e-05, 3.279584e-05, 6.6638735e-05, 0.00012238798, 5.7502304e-05, 0.00013168837, 8.196704e-05, 7.692575e-05, 0.0002447831, 0.0018081641, 7.507042e-05, 0.00032808745, 0.00011368889, 9.1709124e-05, 0.000102109305, 3.8454717e-05, 8.188704e-05, 0.0007270058, 5.9559825e-05]"
3701,3701,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3702,3702,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3703,3703,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3704,3704,org:top_members/employees,"[0, 0.9846187, 0.002149642, 0.0041923863, 0.0005239706, 0.0021183828, 3.6627196e-05, 0.00043661965, 0.00010977659, 0.00075275527, 0.00013648582, 8.254066e-05, 4.150405e-05, 6.2244144e-05, 6.080226e-05, 4.3623488e-05, 0.00011543877, 7.0119786e-05, 8.8639725e-05, 0.00032901505, 0.0010065335, 5.7678968e-05, 0.0003554896, 0.00013100101, 9.518945e-05, 0.0001717777, 4.349587e-05, 9.0211615e-05, 0.0020213749, 5.790472e-05]"
3705,3705,org:top_members/employees,"[0, 0.99812335, 0.00019115512, 0.00013260338, 0.0002473731, 0.00027650417, 3.297538e-05, 2.0147603e-05, 2.4781975e-05, 9.297978e-05, 2.784952e-05, 3.7256683e-05, 1.117011e-05, 1.7402273e-05, 2.6047484e-05, 2.5061854e-05, 2.4976343e-05, 1.7300606e-05, 1.9508663e-05, 8.599225e-05, 0.00020688992, 1.7814958e-05, 5.6875575e-05, 3.1665688e-05, 2.692686e-05, 3.1573058e-05, 1.2620366e-05, 1.6173253e-05, 0.00014945443, 1.5660353e-05]"
3706,3706,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3707,3707,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3708,3708,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3709,3709,per:title,"[0, 0.0029147153, 0.00028537295, 0.0006035449, 0.71077377, 0.00018917341, 0.22629125, 0.00013297019, 0.0048172995, 0.00067428994, 0.00053601817, 0.0007787602, 0.0025722273, 0.00033789736, 0.036653552, 0.0033927055, 0.0023397536, 0.00092717435, 0.00041339453, 0.00030826055, 0.0002190168, 0.00083141815, 0.00034355384, 0.00033756756, 0.00057731423, 0.00044611387, 0.00026599684, 0.00048996025, 0.00088115915, 0.00066578377]"
3710,3710,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3711,3711,per:children,"[0, 9.2277805e-05, 0.00020182409, 9.300155e-05, 0.00010229195, 0.00017760976, 0.00014535068, 0.0001966921, 7.1341594e-05, 9.4697025e-05, 0.9930091, 0.00026662383, 8.455492e-05, 0.0006281459, 0.00015514108, 0.00018980459, 0.0013956454, 0.0011062049, 9.813333e-05, 0.00011557288, 8.430756e-05, 0.0004380885, 0.00021303864, 0.00014996462, 0.00011562932, 0.00011602522, 0.00022179572, 0.00019340643, 0.00017349544, 7.0166985e-05]"
3712,3712,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3713,3713,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3714,3714,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3715,3715,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3716,3716,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3717,3717,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3718,3718,per:date_of_birth,"[0, 1.4727192e-05, 2.785194e-05, 3.638791e-05, 2.211893e-05, 4.9224484e-05, 1.5615897e-05, 1.8772093e-05, 2.4221827e-05, 3.4789467e-05, 4.0937004e-05, 1.9953539e-05, 3.8607275e-05, 1.2245093e-05, 6.133215e-06, 5.023979e-05, 1.8781262e-05, 1.7721068e-05, 0.00034347337, 2.6343947e-05, 4.4364886e-05, 0.0001078678, 2.8533319e-05, 5.1406085e-05, 0.00049586175, 0.9982101, 0.00016887329, 2.2032697e-05, 2.129235e-05, 3.153727e-05]"
3719,3719,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3720,3720,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3721,3721,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3722,3722,per:colleagues,"[0, 0.00028028243, 0.00015490007, 0.00010834909, 0.00044278006, 8.903854e-05, 0.0015103912, 8.748709e-05, 0.000433951, 0.00015346966, 0.0003074545, 0.00019381446, 0.0013833084, 0.0016507603, 0.98135203, 0.00021951336, 0.0034037193, 0.0055247815, 0.0001941934, 0.00016472932, 0.00013590022, 0.00030734195, 0.00033333155, 0.0002969783, 0.00029394872, 0.00011178847, 9.7123506e-05, 0.0002890384, 0.0002573901, 0.00022231792]"
3723,3723,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3724,3724,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3725,3725,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3726,3726,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3727,3727,per:title,"[0, 9.9139135e-05, 1.3341895e-05, 4.2806096e-05, 0.9980566, 4.4078733e-05, 0.00018417917, 1.714807e-05, 0.00012901801, 1.4244042e-05, 2.1257914e-05, 6.315914e-05, 9.798413e-05, 1.5874868e-05, 0.00036272442, 0.00029691562, 4.2963144e-05, 4.5046974e-05, 1.8888726e-05, 2.541756e-05, 3.2099444e-05, 8.27126e-05, 2.5906224e-05, 1.6172171e-05, 3.2021173e-05, 7.5762495e-05, 3.6284742e-05, 3.2068114e-05, 4.3767755e-05, 3.2367006e-05]"
3728,3728,per:employee_of,"[0, 3.9114162e-05, 2.1028507e-05, 2.2604403e-05, 0.0004933173, 2.0144078e-05, 0.99600154, 1.4566022e-05, 0.00035706232, 4.0041723e-05, 2.361991e-05, 0.00014696801, 0.00023508369, 2.0222918e-05, 0.0002614876, 0.0017472544, 4.9384613e-05, 3.4366763e-05, 2.6608499e-05, 2.3805162e-05, 1.5826718e-05, 3.3554275e-05, 2.339037e-05, 6.5561886e-05, 4.4855555e-05, 4.5908066e-05, 4.4009455e-05, 3.4720975e-05, 4.589686e-05, 6.804264e-05]"
3729,3729,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3730,3730,per:title,"[0, 0.00048154607, 6.7337474e-05, 6.2307394e-05, 0.9865823, 6.9305584e-05, 0.008419706, 2.7061058e-05, 0.00020472247, 4.2531465e-05, 3.702422e-05, 0.00032742525, 0.00021222903, 3.539783e-05, 0.001680761, 0.0007357056, 9.417606e-05, 8.499794e-05, 5.9686827e-05, 5.951222e-05, 6.24902e-05, 0.000119632416, 5.4558175e-05, 4.9001246e-05, 7.504704e-05, 8.082886e-05, 8.134356e-05, 6.72389e-05, 7.377541e-05, 5.236571e-05]"
3731,3731,per:children,"[0, 0.00010151267, 0.00018105427, 0.00016340926, 0.00011902855, 0.00022362679, 0.000100134246, 0.00016221678, 0.00011914483, 0.00013072728, 0.9806441, 0.00027459595, 0.0003663541, 0.0020073256, 0.00069915404, 0.000107638385, 0.003054834, 0.007172404, 0.00031459532, 0.00011413376, 0.00010774356, 0.0023353703, 0.00023974088, 0.00013201017, 0.00016221678, 0.00018937304, 0.00024256685, 0.0002089016, 0.00022384527, 0.00010220897]"
3732,3732,per:product,"[0, 0.00019771258, 0.00024461976, 0.0189824, 0.019932276, 0.00020619173, 0.028719451, 0.00012941007, 0.9039675, 0.0003165615, 0.0005682028, 0.0012639258, 0.0078055905, 0.0005536869, 0.001819019, 0.004548517, 0.00086894777, 0.0006773984, 0.0003134851, 0.0002777324, 0.00013965263, 0.000912764, 0.0003905197, 0.00058423914, 0.0009779389, 0.0003566155, 0.0005732188, 0.0014424799, 0.0006024906, 0.002627343]"
3733,3733,no_relation,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
